Gene	N
ENSG00000109113	30995.0775193798
ENSG00000109118	30995.0775193798
ENSG00000109133	30613.3125
ENSG00000109171	25518.375
ENSG00000109180	30780.3671875
ENSG00000109184	30782.7364341085
ENSG00000109189	30995.0775193798
ENSG00000109220	30995.0775193798
ENSG00000109265	25619.0
ENSG00000109270	30147.4015748031
ENSG00000109272	30995.0775193798
ENSG00000109320	30310.1653543307
ENSG00000109321	4155.66666666667
ENSG00000109323	31059.1653543307
ENSG00000109332	30846.8503937008
ENSG00000109381	30995.0775193798
ENSG00000109390	14043.8217054264
ENSG00000109436	25249.7596899225
ENSG00000109445	30782.7364341085
ENSG00000109452	30782.7364341085
ENSG00000109458	30995.0775193798
ENSG00000109466	30246.0775193798
ENSG00000109475	25998.7596899225
ENSG00000109501	30995.0775193798
ENSG00000109519	29972.2170542636
ENSG00000109534	28122.984496124
ENSG00000109536	14043.8217054264
ENSG00000109572	30995.0775193798
ENSG00000109586	30995.0775193798
ENSG00000109606	30782.7364341085
ENSG00000109618	30995.0775193798
ENSG00000109654	30995.0775193798
ENSG00000109667	25998.7596899225
ENSG00000109670	30995.0775193798
ENSG00000109674	30955.6976744186
ENSG00000109680	30995.0775193798
ENSG00000109684	30083.2015503876
ENSG00000109685	30782.7364341085
ENSG00000109686	25086.8837209302
ENSG00000109689	30995.0775193798
ENSG00000109736	30995.0775193798
ENSG00000109743	30995.0775193798
ENSG00000109756	25520.6511627907
ENSG00000109762	30955.6976744186
ENSG00000109771	25998.7596899225
ENSG00000109775	9047.50387596899
ENSG00000109787	30782.7364341085
ENSG00000109790	30995.0775193798
ENSG00000109794	25998.7596899225
ENSG00000109805	25249.7596899225
ENSG00000109814	30995.0775193798
ENSG00000109819	30995.0775193798
ENSG00000109854	30782.7364341085
ENSG00000109861	30995.0775193798
ENSG00000109881	30992.6953125
ENSG00000109906	30990.59375
ENSG00000109911	25996.9921875
ENSG00000109917	9046.40625
ENSG00000109919	30987.2519685039
ENSG00000109920	30774.937007874
ENSG00000109927	30995.0775193798
ENSG00000109929	25998.7596899225
ENSG00000109943	30995.0775193798
ENSG00000109944	30033.7364341085
ENSG00000109956	30990.59375
ENSG00000109971	30615.3178294574
ENSG00000110002	30995.0775193798
ENSG00000110011	30978.6746031746
ENSG00000110013	30782.7364341085
ENSG00000110025	29854.6666666667
ENSG00000110031	30995.0775193798
ENSG00000110042	25619.0
ENSG00000110046	25984.2301587302
ENSG00000110047	30978.6746031746
ENSG00000110048	30989.6953125
ENSG00000110057	30766.373015873
ENSG00000110060	30951.21875
ENSG00000110063	30990.59375
ENSG00000110066	30978.6746031746
ENSG00000110074	30990.59375
ENSG00000110075	30978.6746031746
ENSG00000110076	30978.6746031746
ENSG00000110077	30240.6953125
ENSG00000110079	30777.3671875
ENSG00000110080	30778.265625
ENSG00000110090	30978.6746031746
ENSG00000110092	30984.2283464567
ENSG00000110104	30737.9921875
ENSG00000110107	30771.9133858268
ENSG00000110108	30771.9133858268
ENSG00000110169	30368.6015625
ENSG00000110171	30992.6953125
ENSG00000110172	14043.8217054264
ENSG00000110200	8135.62790697674
ENSG00000110203	30995.0775193798
ENSG00000110218	30995.0775193798
ENSG00000110237	30995.0775193798
ENSG00000110274	30990.59375
ENSG00000110315	30990.2755905512
ENSG00000110318	25998.7596899225
ENSG00000110321	30777.9606299213
ENSG00000110324	30990.59375
ENSG00000110330	30782.7364341085
ENSG00000110344	30990.59375
ENSG00000110367	30990.59375
ENSG00000110375	23938.2421875
ENSG00000110395	14042.109375
ENSG00000110400	30990.59375
ENSG00000110422	30782.7364341085
ENSG00000110429	30782.7364341085
ENSG00000110435	30995.0775193798
ENSG00000110442	30995.0775193798
ENSG00000110446	30771.9133858268
ENSG00000110448	30984.2283464567
ENSG00000110455	20730.2755905512
ENSG00000110492	30774.937007874
ENSG00000110497	30987.2519685039
ENSG00000110514	30774.937007874
ENSG00000110536	25513.0393700787
ENSG00000110583	30766.373015873
ENSG00000110619	30995.0775193798
ENSG00000110628	30995.0775193798
ENSG00000110651	30246.0775193798
ENSG00000110660	30782.7364341085
ENSG00000110665	25520.6511627907
ENSG00000110693	30780.3671875
ENSG00000110696	30992.6953125
ENSG00000110697	30978.6746031746
ENSG00000110700	27954.3984375
ENSG00000110711	30766.373015873
ENSG00000110713	30992.6953125
ENSG00000110717	30978.6746031746
ENSG00000110719	30229.6746031746
ENSG00000110721	30766.373015873
ENSG00000110723	30995.0775193798
ENSG00000110756	30955.6976744186
ENSG00000110768	30782.7364341085
ENSG00000110777	30990.59375
ENSG00000110799	30721.2170542636
ENSG00000110801	31008.5
ENSG00000110811	30508.8759689922
ENSG00000110841	30995.0775193798
ENSG00000110844	30992.703125
ENSG00000110848	30782.7364341085
ENSG00000110851	30995.0775193798
ENSG00000110852	14043.8217054264
ENSG00000110871	26012.796875
ENSG00000110876	30782.7364341085
ENSG00000110880	30995.0775193798
ENSG00000110881	25085.1796875
ENSG00000110888	30995.0775193798
ENSG00000110906	30995.0775193798
ENSG00000110911	30992.703125
ENSG00000110917	25532.8125
ENSG00000110921	30995.0775193798
ENSG00000110925	30775.8503937008
ENSG00000110931	31008.5
ENSG00000110934	14040.3700787402
ENSG00000110944	30990.59375
ENSG00000110955	30990.59375
ENSG00000110958	25782.5625
ENSG00000110987	25800.46875
ENSG00000111011	30756.796875
ENSG00000111012	30990.59375
ENSG00000111052	30995.0775193798
ENSG00000111057	23335.0236220472
ENSG00000111058	29270.992248062
ENSG00000111077	25993.0866141732
ENSG00000111087	30990.59375
ENSG00000111110	30615.3178294574
ENSG00000111142	30995.0775193798
ENSG00000111144	30995.0775193798
ENSG00000111145	9047.50387596899
ENSG00000111181	30990.609375
ENSG00000111186	30990.609375
ENSG00000111196	14043.8217054264
ENSG00000111199	30782.7364341085
ENSG00000111203	30990.609375
ENSG00000111206	30778.28125
ENSG00000111215	30995.0775193798
ENSG00000111224	30778.28125
ENSG00000111229	9047.50387596899
ENSG00000111231	25520.6511627907
ENSG00000111237	30995.0775193798
ENSG00000111247	30990.609375
ENSG00000111249	9047.50387596899
ENSG00000111252	30721.2170542636
ENSG00000111254	30990.609375
ENSG00000111261	30955.6976744186
ENSG00000111266	30995.0775193798
ENSG00000111269	30995.0775193798
ENSG00000111271	30995.0775193798
ENSG00000111275	30995.0775193798
ENSG00000111276	30782.7364341085
ENSG00000111291	30995.0775193798
ENSG00000111300	30955.6976744186
ENSG00000111319	30995.0775193798
ENSG00000111321	30995.0775193798
ENSG00000111325	31008.5
ENSG00000111328	25745.140625
ENSG00000111331	30955.6976744186
ENSG00000111335	30995.0775193798
ENSG00000111341	30143.488372093
ENSG00000111344	30995.0775193798
ENSG00000111348	30995.0775193798
ENSG00000111358	31008.5
ENSG00000111361	31008.5
ENSG00000111364	31008.5
ENSG00000111371	30992.703125
ENSG00000111405	29127.546875
ENSG00000111412	30782.7364341085
ENSG00000111424	25997.0
ENSG00000111445	31008.5
ENSG00000111450	30782.7364341085
ENSG00000111452	14043.8217054264
ENSG00000111481	30988.1653543307
ENSG00000111490	9047.50387596899
ENSG00000111530	30995.0775193798
ENSG00000111537	30782.7364341085
ENSG00000111540	30990.59375
ENSG00000111554	30995.0775193798
ENSG00000111581	30995.0775193798
ENSG00000111596	14043.8217054264
ENSG00000111602	30990.59375
ENSG00000111605	30995.0775193798
ENSG00000111615	30995.0775193798
ENSG00000111639	30782.7364341085
ENSG00000111640	21531.2480620155
ENSG00000111641	25520.6511627907
ENSG00000111642	30782.7364341085
ENSG00000111644	30995.0775193798
ENSG00000111647	30955.6976744186
ENSG00000111652	30246.0775193798
ENSG00000111653	30995.0775193798
ENSG00000111664	30782.7364341085
ENSG00000111665	30995.0775193798
ENSG00000111666	30782.7364341085
ENSG00000111667	30995.0775193798
ENSG00000111669	25831.3410852713
ENSG00000111670	30955.6976744186
ENSG00000111671	30461.5581395349
ENSG00000111674	30995.0775193798
ENSG00000111676	30246.0775193798
ENSG00000111678	30995.0775193798
ENSG00000111679	30246.0775193798
ENSG00000111684	30995.0775193798
ENSG00000111696	30995.0775193798
ENSG00000111707	31008.5
ENSG00000111711	30995.0775193798
ENSG00000111716	14043.8217054264
ENSG00000111725	31008.5
ENSG00000111726	30782.7364341085
ENSG00000111727	30995.0775193798
ENSG00000111728	30955.6976744186
ENSG00000111729	30955.6976744186
ENSG00000111731	25086.8837209302
ENSG00000111732	29870.8604651163
ENSG00000111737	31008.5
ENSG00000111752	11384.0697674419
ENSG00000111775	6387.4921875
ENSG00000111785	30995.0775193798
ENSG00000111786	14042.109375
ENSG00000111788	5475.87596899225
ENSG00000111790	26876.1627906977
ENSG00000111796	30782.7364341085
ENSG00000111801	30990.59375
ENSG00000111802	30951.21875
ENSG00000111817	30995.0775193798
ENSG00000111832	30782.7364341085
ENSG00000111834	25122.8682170543
ENSG00000111837	30955.6976744186
ENSG00000111843	30782.7364341085
ENSG00000111845	30955.6976744186
ENSG00000111846	30782.7364341085
ENSG00000111850	24874.5426356589
ENSG00000111859	30955.6976744186
ENSG00000111860	25086.8837209302
ENSG00000111863	8135.62790697674
ENSG00000111875	30782.7364341085
ENSG00000111877	30782.7364341085
ENSG00000111879	30995.0775193798
ENSG00000111880	30995.0775193798
ENSG00000111885	30995.0775193798
ENSG00000111886	30995.0775193798
ENSG00000111897	30990.59375
ENSG00000111906	30990.59375
ENSG00000111907	29266.6640625
ENSG00000111911	30951.21875
ENSG00000111912	30990.59375
ENSG00000111913	30990.59375
ENSG00000111961	30782.7364341085
ENSG00000111962	30995.0775193798
ENSG00000112029	30955.6976744186
ENSG00000112031	11384.0697674419
ENSG00000112033	30781.3307086614
ENSG00000112039	30781.3307086614
ENSG00000112053	30741.9606299213
ENSG00000112062	30781.3307086614
ENSG00000112077	30992.6953125
ENSG00000112078	30993.6456692913
ENSG00000112079	30781.3307086614
ENSG00000112081	30954.2755905512
ENSG00000112096	30505.265625
ENSG00000112110	25955.515625
ENSG00000112118	30780.3671875
ENSG00000112130	30992.6953125
ENSG00000112137	14043.8217054264
ENSG00000112139	30992.6953125
ENSG00000112144	30953.3203125
ENSG00000112146	30992.6953125
ENSG00000112149	30995.0775193798
ENSG00000112159	30995.0775193798
ENSG00000112164	28948.78125
ENSG00000112167	25085.171875
ENSG00000112182	30782.7364341085
ENSG00000112195	30995.0775193798
ENSG00000112200	30782.7364341085
ENSG00000112208	14043.8217054264
ENSG00000112210	30782.7364341085
ENSG00000112212	25998.7596899225
ENSG00000112232	30995.0775193798
ENSG00000112234	30990.59375
ENSG00000112237	30990.59375
ENSG00000112242	14043.8217054264
ENSG00000112245	30955.6976744186
ENSG00000112249	30951.21875
ENSG00000112282	30990.59375
ENSG00000112290	30990.59375
ENSG00000112293	25994.890625
ENSG00000112294	30990.59375
ENSG00000112297	25245.890625
ENSG00000112299	30778.265625
ENSG00000112303	25994.890625
ENSG00000112304	30778.265625
ENSG00000112305	25786.4186046512
ENSG00000112306	6387.4921875
ENSG00000112308	30951.21875
ENSG00000112309	29575.2015503876
ENSG00000112312	30990.59375
ENSG00000112320	30990.59375
ENSG00000112335	30717.59375
ENSG00000112339	30951.21875
ENSG00000112343	30241.59375
ENSG00000112357	14043.8217054264
ENSG00000112365	25994.890625
ENSG00000112367	30990.59375
ENSG00000112378	30288.5968992248
ENSG00000112394	30990.59375
ENSG00000112406	30995.0775193798
ENSG00000112414	30995.0775193798
ENSG00000112419	30995.0775193798
ENSG00000112425	30246.0775193798
ENSG00000112473	14045.8582677165
ENSG00000112486	30202.21875
ENSG00000112511	14045.8582677165
ENSG00000112514	14045.8582677165
ENSG00000112530	28213.6171875
ENSG00000112531	30990.59375
ENSG00000112561	30995.0775193798
ENSG00000112576	30995.0775193798
ENSG00000112578	30995.0775193798
ENSG00000112584	30995.0775193798
ENSG00000112592	30995.0775193798
ENSG00000112599	11384.0697674419
ENSG00000112619	29674.8682170543
ENSG00000112624	24337.8837209302
ENSG00000112640	30995.0775193798
ENSG00000112651	30995.0775193798
ENSG00000112655	30995.0775193798
ENSG00000112658	30246.0775193798
ENSG00000112659	30995.0775193798
ENSG00000112664	5248.03149606299
ENSG00000112667	24874.5426356589
ENSG00000112679	30995.0775193798
ENSG00000112685	30782.7364341085
ENSG00000112695	14043.8217054264
ENSG00000112697	30782.7364341085
ENSG00000112699	25998.7596899225
ENSG00000112701	30782.7364341085
ENSG00000112715	30782.7364341085
ENSG00000112739	30782.7364341085
ENSG00000112742	30995.0775193798
ENSG00000112759	30782.7364341085
ENSG00000112761	23430.2421875
ENSG00000112763	30778.265625
ENSG00000112773	30995.0775193798
ENSG00000112782	30992.6953125
ENSG00000112787	30615.3178294574
ENSG00000112796	30992.6953125
ENSG00000112799	30995.0775193798
ENSG00000112812	14045.8582677165
ENSG00000112851	30782.7364341085
ENSG00000112855	30782.7364341085
ENSG00000112874	30995.0775193798
ENSG00000112877	25998.7596899225
ENSG00000112893	30743.3565891473
ENSG00000112902	30615.3178294574
ENSG00000112941	30995.0775193798
ENSG00000112972	30989.6953125
ENSG00000112977	30782.7364341085
ENSG00000112983	30782.7364341085
ENSG00000112984	30995.0775193798
ENSG00000112992	30989.6953125
ENSG00000112996	30989.6953125
ENSG00000113013	14043.8217054264
ENSG00000113048	30780.3671875
ENSG00000113068	28335.3255813953
ENSG00000113070	30782.7364341085
ENSG00000113083	30077.875
ENSG00000113088	30995.0775193798
ENSG00000113108	30995.0775193798
ENSG00000113119	30782.7364341085
ENSG00000113140	30990.59375
ENSG00000113141	30246.0775193798
ENSG00000113161	30992.6953125
ENSG00000113163	25784.6640625
ENSG00000113194	30995.0775193798
ENSG00000113231	30780.3671875
ENSG00000113240	25998.7596899225
ENSG00000113249	25516.2734375
ENSG00000113263	30990.59375
ENSG00000113269	25998.7596899225
ENSG00000113272	30778.265625
ENSG00000113273	25784.6640625
ENSG00000113282	30990.59375
ENSG00000113296	30992.6953125
ENSG00000113300	30782.7364341085
ENSG00000113303	30615.3178294574
ENSG00000113312	30995.0775193798
ENSG00000113318	14043.8217054264
ENSG00000113319	30995.0775193798
ENSG00000113328	30721.2170542636
ENSG00000113356	25516.2734375
ENSG00000113360	25786.4186046512
ENSG00000113368	14042.109375
ENSG00000113369	30778.265625
ENSG00000113384	30995.0775193798
ENSG00000113387	30995.0775193798
ENSG00000113389	30083.2015503876
ENSG00000113391	30990.59375
ENSG00000113407	30782.7364341085
ENSG00000113441	30610.3125
ENSG00000113448	30995.0775193798
ENSG00000113456	30995.0775193798
ENSG00000113460	25786.4186046512
ENSG00000113494	30955.6976744186
ENSG00000113504	25786.4186046512
ENSG00000113520	30721.2170542636
ENSG00000113522	30246.0775193798
ENSG00000113532	30778.265625
ENSG00000113552	30995.0775193798
ENSG00000113555	30246.0775193798
ENSG00000113558	25520.6511627907
ENSG00000113569	30995.0775193798
ENSG00000113575	30782.7364341085
ENSG00000113580	30995.0775193798
ENSG00000113583	14043.8217054264
ENSG00000113593	30782.7364341085
ENSG00000113595	30995.0775193798
ENSG00000113597	25047.503875969
ENSG00000113615	30782.7364341085
ENSG00000113621	30995.0775193798
ENSG00000113638	30989.6953125
ENSG00000113643	30995.0775193798
ENSG00000113645	30995.0775193798
ENSG00000113648	30955.6976744186
ENSG00000113649	30995.0775193798
ENSG00000113657	29809.3410852713
ENSG00000113658	30995.0775193798
ENSG00000113712	30990.59375
ENSG00000113716	9046.40625
ENSG00000113719	30721.2170542636
ENSG00000113721	30990.59375
ENSG00000113732	30782.7364341085
ENSG00000113734	30782.7364341085
ENSG00000113742	30995.0775193798
ENSG00000113749	30995.0775193798
ENSG00000113758	30995.0775193798
ENSG00000113761	14043.8217054264
ENSG00000113763	25490.7596899225
ENSG00000113790	30029.265625
ENSG00000113810	25998.7596899225
ENSG00000113811	30944.8582677165
ENSG00000113812	30984.2283464567
ENSG00000113838	30778.265625
ENSG00000113845	24874.5426356589
ENSG00000113851	30782.7364341085
ENSG00000113916	30990.59375
ENSG00000113924	25786.4186046512
ENSG00000113966	30955.6976744186
ENSG00000113971	30989.6953125
ENSG00000114013	30995.0775193798
ENSG00000114021	14043.8217054264
ENSG00000114023	30995.0775193798
ENSG00000114026	30782.7364341085
ENSG00000114030	30743.3565891473
ENSG00000114054	30989.6953125
ENSG00000114062	30782.7364341085
ENSG00000114098	30984.2283464567
ENSG00000114107	30984.2283464567
ENSG00000114120	30984.2283464567
ENSG00000114124	27676.046875
ENSG00000114125	30950.3203125
ENSG00000114126	30777.3671875
ENSG00000114127	30777.3671875
ENSG00000114166	25727.7109375
ENSG00000114204	12799.1860465116
ENSG00000114209	30995.0775193798
ENSG00000114268	30984.2283464567
ENSG00000114270	30984.2283464567
ENSG00000114302	30984.2283464567
ENSG00000114315	25998.7596899225
ENSG00000114316	30984.2283464567
ENSG00000114331	25786.4186046512
ENSG00000114346	30743.3565891473
ENSG00000114353	30984.2283464567
ENSG00000114354	30955.6976744186
ENSG00000114374	9047.50387596899
ENSG00000114378	30984.2283464567
ENSG00000114383	30984.2283464567
ENSG00000114388	9045.29133858268
ENSG00000114391	6387.7519379845
ENSG00000114395	25989.1496062992
ENSG00000114405	30953.859375
ENSG00000114416	30995.0775193798
ENSG00000114423	30995.0775193798
ENSG00000114439	30995.0775193798
ENSG00000114446	30995.0775193798
ENSG00000114450	30206.6976744186
ENSG00000114455	30370.9069767442
ENSG00000114473	25998.7596899225
ENSG00000114480	30986.0393700787
ENSG00000114491	30995.0775193798
ENSG00000114503	25724.8992248062
ENSG00000114520	30995.0775193798
ENSG00000114529	30033.7364341085
ENSG00000114541	25619.0
ENSG00000114544	30995.0775193798
ENSG00000114554	30995.0775193798
ENSG00000114573	14043.8217054264
ENSG00000114626	30782.7364341085
ENSG00000114631	30995.0775193798
ENSG00000114648	30989.6953125
ENSG00000114650	30989.6953125
ENSG00000114654	23894.9147286822
ENSG00000114656	22959.2480620155
ENSG00000114670	30995.0775193798
ENSG00000114686	30201.3203125
ENSG00000114735	30984.2283464567
ENSG00000114737	30984.2283464567
ENSG00000114738	30984.2283464567
ENSG00000114739	14043.8217054264
ENSG00000114742	25998.7596899225
ENSG00000114744	30995.0775193798
ENSG00000114745	30995.0775193798
ENSG00000114757	28723.6124031008
ENSG00000114767	30771.9133858268
ENSG00000114770	30990.59375
ENSG00000114779	30771.9133858268
ENSG00000114784	14043.8217054264
ENSG00000114790	23766.6744186047
ENSG00000114796	14042.109375
ENSG00000114805	25786.4186046512
ENSG00000114812	30782.7364341085
ENSG00000114841	30984.2283464567
ENSG00000114850	30995.0775193798
ENSG00000114853	25998.7596899225
ENSG00000114854	30984.2283464567
ENSG00000114857	30995.0775193798
ENSG00000114859	14042.109375
ENSG00000114861	30782.7364341085
ENSG00000114867	30990.59375
ENSG00000114902	30984.2283464567
ENSG00000114904	30235.2283464567
ENSG00000114923	30995.0775193798
ENSG00000114933	30782.7364341085
ENSG00000114942	30995.0775193798
ENSG00000114948	30782.7364341085
ENSG00000114956	25998.7596899225
ENSG00000114978	19338.5968992248
ENSG00000114982	19821.078125
ENSG00000114988	30241.59375
ENSG00000114993	30995.0775193798
ENSG00000114999	30995.0775193798
ENSG00000115020	30716.6953125
ENSG00000115042	14042.109375
ENSG00000115053	30955.6976744186
ENSG00000115073	30990.59375
ENSG00000115084	30782.7364341085
ENSG00000115085	30990.59375
ENSG00000115091	14043.8217054264
ENSG00000115107	30995.0775193798
ENSG00000115109	30782.7364341085
ENSG00000115112	30995.0775193798
ENSG00000115128	25785.5625
ENSG00000115129	30781.265625
ENSG00000115137	30993.59375
ENSG00000115138	30781.265625
ENSG00000115145	30995.0775193798
ENSG00000115155	30993.59375
ENSG00000115159	30782.7364341085
ENSG00000115163	30993.59375
ENSG00000115165	20524.3333333333
ENSG00000115170	30995.0775193798
ENSG00000115183	25086.8837209302
ENSG00000115204	30993.59375
ENSG00000115207	30781.265625
ENSG00000115211	25785.5625
ENSG00000115216	30993.59375
ENSG00000115232	25993.9921875
ENSG00000115233	14041.0393700787
ENSG00000115234	25997.890625
ENSG00000115239	29826.171875
ENSG00000115241	30781.265625
ENSG00000115255	31068.109375
ENSG00000115257	31068.109375
ENSG00000115266	30560.109375
ENSG00000115267	14041.0393700787
ENSG00000115268	23140.171875
ENSG00000115271	30985.8031496063
ENSG00000115274	30246.0775193798
ENSG00000115275	30995.0775193798
ENSG00000115282	30995.0775193798
ENSG00000115286	31068.109375
ENSG00000115289	30995.0775193798
ENSG00000115290	30946.4330708661
ENSG00000115295	30993.59375
ENSG00000115306	30988.157480315
ENSG00000115307	30827.6589147287
ENSG00000115310	30988.157480315
ENSG00000115317	30995.0775193798
ENSG00000115318	25998.7596899225
ENSG00000115325	29972.2170542636
ENSG00000115339	14041.0393700787
ENSG00000115350	30995.0775193798
ENSG00000115355	30988.157480315
ENSG00000115364	30995.0775193798
ENSG00000115365	30777.3671875
ENSG00000115368	30995.0775193798
ENSG00000115392	30775.842519685
ENSG00000115414	30989.6953125
ENSG00000115415	30995.0775193798
ENSG00000115419	30782.7364341085
ENSG00000115421	30988.157480315
ENSG00000115423	30615.3178294574
ENSG00000115425	30989.6953125
ENSG00000115446	30990.59375
ENSG00000115457	30240.6953125
ENSG00000115459	30995.0775193798
ENSG00000115464	30988.157480315
ENSG00000115468	30995.0775193798
ENSG00000115484	30988.157480315
ENSG00000115486	30995.0775193798
ENSG00000115504	30988.157480315
ENSG00000115507	30988.157480315
ENSG00000115514	30990.59375
ENSG00000115520	30989.6953125
ENSG00000115523	30995.0775193798
ENSG00000115524	30989.6953125
ENSG00000115525	30995.0775193798
ENSG00000115526	30990.59375
ENSG00000115539	28331.6796875
ENSG00000115540	25082.171875
ENSG00000115541	14042.109375
ENSG00000115548	30995.0775193798
ENSG00000115556	30995.0775193798
ENSG00000115561	24874.5426356589
ENSG00000115568	30995.0775193798
ENSG00000115590	30990.59375
ENSG00000115592	28762.992248062
ENSG00000115594	30990.59375
ENSG00000115596	30995.0775193798
ENSG00000115602	30778.265625
ENSG00000115604	30990.59375
ENSG00000115607	30990.59375
ENSG00000115641	30995.0775193798
ENSG00000115649	24337.8837209302
ENSG00000115652	30995.0775193798
ENSG00000115657	30782.7364341085
ENSG00000115661	30995.0775193798
ENSG00000115677	30995.0775193798
ENSG00000115685	14043.8217054264
ENSG00000115687	14043.8217054264
ENSG00000115694	30995.0775193798
ENSG00000115705	30777.3671875
ENSG00000115718	30782.7364341085
ENSG00000115738	28295.9457364341
ENSG00000115750	30206.6976744186
ENSG00000115756	30995.0775193798
ENSG00000115758	30995.0775193798
ENSG00000115760	30721.2170542636
ENSG00000115761	30995.0775193798
ENSG00000115762	30995.0775193798
ENSG00000115806	30995.0775193798
ENSG00000115808	30782.7364341085
ENSG00000115816	30995.0775193798
ENSG00000115825	30995.0775193798
ENSG00000115827	30995.0775193798
ENSG00000115828	30955.6976744186
ENSG00000115839	25998.7596899225
ENSG00000115840	30995.0775193798
ENSG00000115841	25086.8837209302
ENSG00000115866	30995.0775193798
ENSG00000115875	30995.0775193798
ENSG00000115884	30781.265625
ENSG00000115896	30950.3203125
ENSG00000115902	30995.0775193798
ENSG00000115904	30995.0775193798
ENSG00000115919	30995.0775193798
ENSG00000115935	30782.7364341085
ENSG00000115942	25781.6640625
ENSG00000115944	25513.0393700787
ENSG00000115946	25998.7596899225
ENSG00000115947	25998.7596899225
ENSG00000115956	30995.0775193798
ENSG00000115966	30995.0775193798
ENSG00000115970	30987.2519685039
ENSG00000115977	30995.0775193798
ENSG00000115993	30989.6953125
ENSG00000115998	30995.0775193798
ENSG00000116001	30782.7364341085
ENSG00000116005	30827.6589147287
ENSG00000116014	31068.109375
ENSG00000116016	30774.937007874
ENSG00000116017	31068.109375
ENSG00000116030	30989.6953125
ENSG00000116031	30995.0775193798
ENSG00000116032	26072.40625
ENSG00000116044	30989.6953125
ENSG00000116062	14040.3700787402
ENSG00000116095	11383.1953125
ENSG00000116096	30995.0775193798
ENSG00000116106	30995.0775193798
ENSG00000116117	30083.2015503876
ENSG00000116120	25786.4186046512
ENSG00000116127	30782.7364341085
ENSG00000116128	14043.8217054264
ENSG00000116133	30721.2170542636
ENSG00000116138	30995.0775193798
ENSG00000116151	30995.0775193798
ENSG00000116157	30992.6953125
ENSG00000116161	30992.6953125
ENSG00000116171	30992.6953125
ENSG00000116191	30780.3671875
ENSG00000116198	24874.5426356589
ENSG00000116199	30992.6953125
ENSG00000116205	25085.171875
ENSG00000116209	30992.6953125
ENSG00000116212	30992.6953125
ENSG00000116213	25086.8837209302
ENSG00000116221	25786.4186046512
ENSG00000116237	30995.0775193798
ENSG00000116251	30995.0775193798
ENSG00000116254	30995.0775193798
ENSG00000116260	30504.3671875
ENSG00000116266	14040.3700787402
ENSG00000116273	30721.2170542636
ENSG00000116285	30995.0775193798
ENSG00000116288	30995.0775193798
ENSG00000116299	30251.0
ENSG00000116337	31000.0
ENSG00000116350	25786.4186046512
ENSG00000116353	30995.0775193798
ENSG00000116396	31000.0
ENSG00000116406	30782.7364341085
ENSG00000116455	14040.3700787402
ENSG00000116459	31000.0
ENSG00000116473	31000.0
ENSG00000116478	25998.7596899225
ENSG00000116489	14042.109375
ENSG00000116497	30955.6976744186
ENSG00000116514	30995.0775193798
ENSG00000116521	30777.3671875
ENSG00000116525	30995.0775193798
ENSG00000116539	30989.6953125
ENSG00000116544	25786.4186046512
ENSG00000116560	30995.0775193798
ENSG00000116574	25732.992248062
ENSG00000116580	30989.6953125
ENSG00000116584	14042.109375
ENSG00000116586	19607.8515625
ENSG00000116604	30989.6953125
ENSG00000116641	30782.7364341085
ENSG00000116649	30995.0775193798
ENSG00000116661	25249.7596899225
ENSG00000116663	30995.0775193798
ENSG00000116667	30995.0775193798
ENSG00000116668	25086.8837209302
ENSG00000116670	30995.0775193798
ENSG00000116675	30782.7364341085
ENSG00000116678	28122.984496124
ENSG00000116679	30782.7364341085
ENSG00000116685	6387.7519379845
ENSG00000116688	30995.0775193798
ENSG00000116690	30827.6589147287
ENSG00000116691	30782.7364341085
ENSG00000116698	30782.7364341085
ENSG00000116701	30995.0775193798
ENSG00000116704	14043.8217054264
ENSG00000116711	30782.7364341085
ENSG00000116717	30777.3671875
ENSG00000116729	30777.3671875
ENSG00000116731	30995.0775193798
ENSG00000116741	30782.7364341085
ENSG00000116747	30995.0775193798
ENSG00000116750	30246.0775193798
ENSG00000116752	23137.5
ENSG00000116754	30985.1338582677
ENSG00000116761	30985.1338582677
ENSG00000116771	30995.0775193798
ENSG00000116774	29280.515625
ENSG00000116786	30615.3178294574
ENSG00000116791	25251.246031746
ENSG00000116793	31004.4453125
ENSG00000116809	30995.0775193798
ENSG00000116815	30782.7364341085
ENSG00000116819	30995.0775193798
ENSG00000116824	30995.0775193798
ENSG00000116830	30995.0775193798
ENSG00000116852	30777.3671875
ENSG00000116857	30989.6953125
ENSG00000116863	30995.0775193798
ENSG00000116871	25520.6511627907
ENSG00000116874	30782.7364341085
ENSG00000116883	8135.62790697674
ENSG00000116885	30782.7364341085
ENSG00000116898	30995.0775193798
ENSG00000116903	25786.4186046512
ENSG00000116906	30995.0775193798
ENSG00000116918	30206.6976744186
ENSG00000116922	30782.7364341085
ENSG00000116954	30995.0775193798
ENSG00000116957	30782.7364341085
ENSG00000116962	30246.0775193798
ENSG00000116977	30782.7364341085
ENSG00000116983	30995.0775193798
ENSG00000116984	30995.0775193798
ENSG00000116985	30782.7364341085
ENSG00000116990	25786.4186046512
ENSG00000116991	30995.0775193798
ENSG00000117000	30995.0775193798
ENSG00000117009	30995.0775193798
ENSG00000117010	30995.0775193798
ENSG00000117013	30782.7364341085
ENSG00000117016	30995.0775193798
ENSG00000117020	30615.3178294574
ENSG00000117036	30610.3125
ENSG00000117054	30033.3888888889
ENSG00000117090	30995.0775193798
